DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2022-04-03,32253,4A,T,1900,1930,"",2022-03-27T15:17:07Z
7,2022-04-03,33141,4B,P,2000,2100,EM,2022-03-27T15:17:07Z
7,2022-04-03,24209,4C,F,2400,2400,"",2022-03-27T15:17:07Z
7,2022-04-04,22453,1F,F,30,30,"",2022-03-28T11:09:50Z
7,2022-04-04,22031,1S,T,100,130,"",2022-03-28T11:09:50Z
7,2022-04-04,23004,1A,P,200,230,"",2022-03-28T11:09:50Z
7,2022-04-04,21675,4,F,400,400,"",2022-03-28T11:09:50Z
7,2022-04-04,21429,1B,T,430,730,Om,2022-03-28T11:09:50Z
7,2022-04-04,33693,2F,P,800,900,DM,2022-03-28T11:09:50Z
7,2022-04-04,33641,2A,P,930,1030,"",2022-03-28T11:09:50Z
7,2022-04-04,33020,2B,P,1100,1300,"",2022-03-28T11:09:50Z
7,2022-04-04,30860,3B,T,1330,1630,Dm,2022-03-28T11:09:50Z
7,2022-04-04,35492,3C,P,1700,1830,EM,2022-03-28T11:09:50Z
7,2022-04-04,35490,4A,T,1900,1930,"",2022-03-28T11:09:50Z
7,2022-04-04,35464,4B,P,2000,2100,"",2022-03-28T11:09:50Z
7,2022-04-04,24991,4C,F,2400,2400,"",2022-03-28T11:09:50Z
7,2022-04-05,22709,1F,F,30,30,"",2022-03-29T14:11:48Z
7,2022-04-05,22229,1S,T,100,130,"",2022-03-29T14:11:48Z
7,2022-04-05,22816,1A,P,200,230,"",2022-03-29T14:11:48Z
7,2022-04-05,21331,4,F,400,400,"",2022-03-29T14:11:48Z
7,2022-04-05,21156,1B,T,430,730,Om,2022-03-29T14:11:48Z
7,2022-04-05,32456,2F,P,800,900,DM,2022-03-29T14:11:48Z
7,2022-04-05,32192,2A,P,930,1030,"",2022-03-29T14:11:48Z
7,2022-04-05,31173,2B,P,1100,1300,"",2022-03-29T14:11:48Z
7,2022-04-05,29344,3B,T,1330,1630,Dm,2022-03-29T14:11:48Z
7,2022-04-05,34215,3C,P,1700,1830,"",2022-03-29T14:11:48Z
7,2022-04-05,34167,4A,T,1900,1930,"",2022-03-29T14:11:48Z
7,2022-04-05,34549,4B,P,2000,2100,EM,2022-03-29T14:11:48Z
7,2022-04-05,24480,4C,F,2400,2400,"",2022-03-29T14:11:48Z
7,2022-04-06,23325,1F,F,30,30,"",2022-03-30T10:58:17Z
7,2022-04-06,22836,1S,T,100,130,"",2022-03-30T10:58:17Z
7,2022-04-06,23527,1A,P,200,230,"",2022-03-30T10:58:17Z
7,2022-04-06,22012,4,F,400,400,"",2022-03-30T10:58:17Z
7,2022-04-06,21732,1B,T,430,730,Om,2022-03-30T10:58:17Z
7,2022-04-06,32736,2F,P,800,900,DM,2022-03-30T10:58:17Z
7,2022-04-06,32720,2A,P,930,1030,"",2022-03-30T10:58:17Z
7,2022-04-06,32246,2B,P,1100,1300,"",2022-03-30T10:58:17Z
7,2022-04-06,30348,3B,T,1330,1630,Dm,2022-03-30T10:58:17Z
7,2022-04-06,35410,3C,P,1700,1830,EM,2022-03-30T10:58:17Z
7,2022-04-06,34882,4A,T,1900,1930,"",2022-03-30T10:58:17Z
7,2022-04-06,35161,4B,P,2000,2100,"",2022-03-30T10:58:17Z
7,2022-04-06,25110,4C,F,2400,2400,"",2022-03-30T10:58:17Z
7,2022-04-07,22421,1F,F,30,30,"",2022-03-31T11:03:15Z
7,2022-04-07,21933,1S,T,100,130,"",2022-03-31T11:03:15Z
7,2022-04-07,22441,1A,P,200,230,"",2022-03-31T11:03:15Z
7,2022-04-07,20971,4,F,400,400,"",2022-03-31T11:03:15Z
7,2022-04-07,20761,1B,T,430,730,Om,2022-03-31T11:03:15Z
7,2022-04-07,33026,2F,P,800,900,DM,2022-03-31T11:03:15Z
7,2022-04-07,32510,2A,P,930,1030,"",2022-03-31T11:03:15Z
7,2022-04-07,31367,2B,P,1100,1300,"",2022-03-31T11:03:15Z
7,2022-04-07,29636,3B,T,1330,1630,Dm,2022-03-31T11:03:15Z
7,2022-04-07,35384,3C,P,1700,1830,EM,2022-03-31T11:03:15Z
7,2022-04-07,34942,4A,T,1900,1930,"",2022-03-31T11:03:15Z
7,2022-04-07,34980,4B,P,2000,2100,"",2022-03-31T11:03:15Z
7,2022-04-07,24836,4C,F,2400,2400,"",2022-03-31T11:03:15Z
7,2022-04-08,23381,1F,F,30,30,"",2022-04-01T14:41:09Z
7,2022-04-08,22893,1S,T,100,130,"",2022-04-01T14:41:09Z
7,2022-04-08,23345,1A,P,200,230,"",2022-04-01T14:41:09Z
7,2022-04-08,22040,4,F,400,400,"",2022-04-01T14:41:09Z
7,2022-04-08,21929,1B,T,430,730,Om,2022-04-01T14:41:09Z
7,2022-04-08,33202,2F,P,800,900,"",2022-04-01T14:41:09Z
7,2022-04-08,33320,2A,P,930,1030,DM,2022-04-01T14:41:09Z
7,2022-04-08,32007,2B,P,1100,1300,"",2022-04-01T14:41:09Z
7,2022-04-08,28882,3B,T,1330,1630,Dm,2022-04-01T14:41:09Z
7,2022-04-08,33310,3C,P,1700,1830,"",2022-04-01T14:41:09Z
7,2022-04-08,33142,4A,T,1900,1930,"",2022-04-01T14:41:09Z
7,2022-04-08,33496,4B,P,2000,2100,EM,2022-04-01T14:41:09Z
7,2022-04-08,24524,4C,F,2400,2400,"",2022-04-01T14:41:09Z
7,2022-04-09,23983,1F,F,30,30,"",2022-04-02T13:35:11Z
7,2022-04-09,23293,1S,T,100,130,"",2022-04-02T13:35:11Z
7,2022-04-09,23861,1A,P,200,230,"",2022-04-02T13:35:11Z
7,2022-04-09,22182,4,F,400,400,"",2022-04-02T13:35:11Z
7,2022-04-09,21439,1B,T,430,730,Om,2022-04-02T13:35:11Z
7,2022-04-09,28832,2F,P,800,900,"",2022-04-02T13:35:11Z
7,2022-04-09,29239,2A,P,930,1030,DM,2022-04-02T13:35:11Z
7,2022-04-09,28675,2B,P,1100,1300,"",2022-04-02T13:35:11Z
7,2022-04-09,25630,3B,T,1330,1630,Dm,2022-04-02T13:35:11Z
7,2022-04-09,30763,3C,P,1700,1830,"",2022-04-02T13:35:11Z
7,2022-04-09,30878,4A,T,1900,1930,"",2022-04-02T13:35:11Z
7,2022-04-09,31303,4B,P,2000,2100,EM,2022-04-02T13:35:11Z
7,2022-04-09,23808,4C,F,2400,2400,"",2022-04-02T13:35:11Z
7,2022-04-10,22965,1F,F,30,30,"",2022-04-03T12:58:03Z
7,2022-04-10,22363,1S,T,100,130,"",2022-04-03T12:58:03Z
7,2022-04-10,22831,1A,P,200,230,"",2022-04-03T12:58:03Z
7,2022-04-10,21398,4,F,400,400,"",2022-04-03T12:58:03Z
7,2022-04-10,20787,1B,T,430,730,Om,2022-04-03T12:58:03Z
7,2022-04-10,25622,2F,P,800,900,"",2022-04-03T12:58:03Z
7,2022-04-10,26911,2A,P,930,1030,"",2022-04-03T12:58:03Z
7,2022-04-10,27184,2B,P,1100,1300,DM,2022-04-03T12:58:03Z
7,2022-04-10,25603,3B,T,1330,1630,Dm,2022-04-03T12:58:03Z
7,2022-04-10,30501,3C,P,1700,1830,"",2022-04-03T12:58:03Z
7,2022-04-10,30792,4A,T,1900,1930,"",2022-04-03T12:58:03Z
7,2022-04-10,31326,4B,P,2000,2100,EM,2022-04-03T12:58:03Z
7,2022-04-10,23068,4C,F,2400,2400,"",2022-04-03T12:58:03Z
7,2022-04-11,21916,1F,F,30,30,"",2022-04-04T15:38:46Z
7,2022-04-11,21379,1S,T,100,130,"",2022-04-04T15:38:46Z
7,2022-04-11,22016,1A,P,200,230,"",2022-04-04T15:38:46Z
7,2022-04-11,21302,4,F,400,400,"",2022-04-04T15:38:46Z
7,2022-04-11,20996,1B,T,430,730,Om,2022-04-04T15:38:46Z
7,2022-04-11,32914,2F,P,800,900,"",2022-04-04T15:38:46Z
7,2022-04-11,33381,2A,P,930,1030,DM,2022-04-04T15:38:46Z
7,2022-04-11,31583,2B,P,1100,1300,"",2022-04-04T15:38:46Z
7,2022-04-11,29120,3B,T,1330,1630,Dm,2022-04-04T15:38:46Z
7,2022-04-11,33693,3C,P,1700,1900,"",2022-04-04T15:38:46Z
7,2022-04-11,33594,4A,T,1930,2000,"",2022-04-04T15:38:46Z
7,2022-04-11,33716,4B,P,2030,2130,EM,2022-04-04T15:38:46Z
7,2022-04-11,23857,4C,F,2400,2400,"",2022-04-04T15:38:46Z
7,2022-04-12,21878,1F,F,30,30,"",2022-04-05T13:36:58Z
7,2022-04-12,21145,1S,T,100,130,"",2022-04-05T13:36:58Z
7,2022-04-12,21616,1A,P,200,230,"",2022-04-05T13:36:58Z
7,2022-04-12,20805,4,F,400,400,"",2022-04-05T13:36:58Z
7,2022-04-12,20543,1B,T,430,730,Om,2022-04-05T13:36:58Z
7,2022-04-12,31495,2F,P,800,900,"",2022-04-05T13:36:58Z
7,2022-04-12,31503,2A,P,930,1030,DM,2022-04-05T13:36:58Z
7,2022-04-12,30162,2B,P,1100,1300,"",2022-04-05T13:36:58Z
7,2022-04-12,27939,3B,T,1330,1630,Dm,2022-04-05T13:36:58Z
7,2022-04-12,33379,3C,P,1700,1900,EM,2022-04-05T13:36:58Z
7,2022-04-12,33152,4A,T,1930,2000,"",2022-04-05T13:36:58Z
7,2022-04-12,32833,4B,P,2030,2130,"",2022-04-05T13:36:58Z
7,2022-04-12,22933,4C,F,2400,2400,"",2022-04-05T13:36:58Z
7,2022-04-13,21849,1F,F,30,30,"",2022-04-06T13:14:02Z
7,2022-04-13,21151,1S,T,100,130,"",2022-04-06T13:14:02Z
7,2022-04-13,21365,1A,P,200,230,"",2022-04-06T13:14:02Z
7,2022-04-13,20399,4,F,400,400,"",2022-04-06T13:14:02Z
7,2022-04-13,20033,1B,T,430,730,Om,2022-04-06T13:14:02Z
7,2022-04-13,30858,2F,P,800,900,"",2022-04-06T13:14:02Z
7,2022-04-13,31032,2A,P,930,1030,DM,2022-04-06T13:14:02Z
7,2022-04-13,29579,2B,P,1100,1300,"",2022-04-06T13:14:02Z
7,2022-04-13,27425,3B,T,1330,1630,Dm,2022-04-06T13:14:02Z
7,2022-04-13,31570,3C,P,1700,1900,"",2022-04-06T13:14:02Z
7,2022-04-13,31844,4A,T,1930,2000,"",2022-04-06T13:14:02Z
7,2022-04-13,32450,4B,P,2030,2130,EM,2022-04-06T13:14:02Z
7,2022-04-13,23120,4C,F,2400,2400,"",2022-04-06T13:14:02Z
7,2022-04-14,22126,1F,F,30,30,"",2022-04-07T13:19:27Z
7,2022-04-14,21391,1S,T,100,130,"",2022-04-07T13:19:27Z
7,2022-04-14,21481,1A,P,200,230,"",2022-04-07T13:19:27Z
7,2022-04-14,20240,4,F,400,400,"",2022-04-07T13:19:27Z
7,2022-04-14,20227,1B,T,430,730,Om,2022-04-07T13:19:27Z
7,2022-04-14,30589,2F,P,800,900,DM,2022-04-07T13:19:27Z
7,2022-04-14,30343,2A,P,930,1030,"",2022-04-07T13:19:27Z
7,2022-04-14,29694,2B,P,1100,1300,"",2022-04-07T13:19:27Z
7,2022-04-14,26762,3B,T,1330,1630,Dm,2022-04-07T13:19:27Z
7,2022-04-14,30759,3C,P,1700,1900,"",2022-04-07T13:19:27Z
7,2022-04-14,30482,4A,T,1930,2000,"",2022-04-07T13:19:27Z
7,2022-04-14,30947,4B,P,2030,2130,EM,2022-04-07T13:19:27Z
7,2022-04-14,22147,4C,F,2400,2400,"",2022-04-07T13:19:27Z
7,2022-04-15,22525,1F,F,30,30,"",2022-04-08T11:55:51Z
7,2022-04-15,21567,1S,T,100,130,"",2022-04-08T11:55:51Z
7,2022-04-15,21821,1A,P,200,230,"",2022-04-08T11:55:51Z
7,2022-04-15,20558,4,F,400,400,"",2022-04-08T11:55:51Z
7,2022-04-15,20028,1B,T,430,730,Om,2022-04-08T11:55:51Z
7,2022-04-15,26931,2F,P,800,900,"",2022-04-08T11:55:51Z
7,2022-04-15,27653,2A,P,930,1030,DM,2022-04-08T11:55:51Z
7,2022-04-15,26728,2B,P,1100,1300,"",2022-04-08T11:55:51Z
7,2022-04-15,24634,3B,T,1330,1630,Dm,2022-04-08T11:55:51Z
7,2022-04-15,30308,3C,P,1700,1900,"",2022-04-08T11:55:51Z
7,2022-04-15,30417,4A,T,1930,2000,"",2022-04-08T11:55:51Z
7,2022-04-15,30487,4B,P,2030,2130,EM,2022-04-08T11:55:51Z
7,2022-04-15,22959,4C,F,2400,2400,"",2022-04-08T11:55:51Z
7,2022-04-16,21181,1F,F,30,30,"",2022-04-09T11:51:52Z
7,2022-04-16,19851,1S,T,100,130,"",2022-04-09T11:51:52Z
7,2022-04-16,19927,1A,P,200,230,"",2022-04-09T11:51:52Z
7,2022-04-16,19191,4,F,400,400,"",2022-04-09T11:51:52Z
7,2022-04-16,18756,1B,T,430,730,Om,2022-04-09T11:51:52Z
7,2022-04-16,24697,2F,P,800,900,"",2022-04-09T11:51:52Z
7,2022-04-16,25435,2A,P,930,1030,DM,2022-04-09T11:51:52Z
7,2022-04-16,24858,2B,P,1100,1300,"",2022-04-09T11:51:52Z
7,2022-04-16,21574,3B,T,1330,1630,Dm,2022-04-09T11:51:52Z
7,2022-04-16,26117,3C,P,1700,1900,"",2022-04-09T11:51:52Z
7,2022-04-16,26122,4A,T,1930,2000,"",2022-04-09T11:51:52Z
7,2022-04-16,26812,4B,P,2030,2130,EM,2022-04-09T11:51:52Z
7,2022-04-16,21272,4C,F,2400,2400,"",2022-04-09T11:51:52Z
7,2022-04-17,20593,1F,F,30,30,"",2022-04-10T11:56:46Z
7,2022-04-17,19314,1S,T,100,130,"",2022-04-10T11:56:46Z
7,2022-04-17,19253,1A,P,200,230,"",2022-04-10T11:56:46Z
7,2022-04-17,18467,4,F,400,400,"",2022-04-10T11:56:46Z
7,2022-04-17,18239,1B,T,430,730,Om,2022-04-10T11:56:46Z
7,2022-04-17,22291,2F,P,800,900,"",2022-04-10T11:56:46Z
7,2022-04-17,23764,2A,P,930,1030,"",2022-04-10T11:56:46Z
7,2022-04-17,24051,2B,P,1100,1300,DM,2022-04-10T11:56:46Z
7,2022-04-17,21166,3B,T,1330,1630,Dm,2022-04-10T11:56:46Z
7,2022-04-17,25181,3C,P,1700,1900,"",2022-04-10T11:56:46Z
7,2022-04-17,25301,4A,T,1930,2000,"",2022-04-10T11:56:46Z
7,2022-04-17,26336,4B,P,2030,2130,EM,2022-04-10T11:56:46Z
7,2022-04-17,20772,4C,F,2400,2400,"",2022-04-10T11:56:46Z
7,2022-04-18,20081,1F,F,30,30,"",2022-04-11T13:36:43Z
7,2022-04-18,19055,1S,T,100,130,"",2022-04-11T13:36:43Z
7,2022-04-18,19121,1A,P,200,230,"",2022-04-11T13:36:43Z
7,2022-04-18,18427,4,F,400,400,"",2022-04-11T13:36:43Z
7,2022-04-18,18335,1B,T,430,730,Om,2022-04-11T13:36:43Z
7,2022-04-18,24687,2F,P,800,900,"",2022-04-11T13:36:43Z
7,2022-04-18,26287,2A,P,930,1030,DM,2022-04-11T13:36:43Z
7,2022-04-18,25993,2B,P,1100,1300,"",2022-04-11T13:36:43Z
7,2022-04-18,23696,3B,T,1330,1630,Dm,2022-04-11T13:36:43Z
7,2022-04-18,28540,3C,P,1700,1900,"",2022-04-11T13:36:43Z
7,2022-04-18,28604,4A,T,1930,2000,"",2022-04-11T13:36:43Z
7,2022-04-18,28814,4B,P,2030,2130,EM,2022-04-11T13:36:43Z
7,2022-04-18,21097,4C,F,2400,2400,"",2022-04-11T13:36:43Z
7,2022-04-19,20328,1F,F,30,30,"",2022-04-12T13:07:47Z
7,2022-04-19,19387,1S,T,100,130,"",2022-04-12T13:07:47Z
7,2022-04-19,19351,1A,P,200,230,"",2022-04-12T13:07:47Z
7,2022-04-19,18944,4,F,400,400,Om,2022-04-12T13:07:47Z
7,2022-04-19,19095,1B,T,430,730,"",2022-04-12T13:07:47Z
7,2022-04-19,29221,2F,P,800,900,DM,2022-04-12T13:07:47Z
7,2022-04-19,28981,2A,P,930,1030,"",2022-04-12T13:07:47Z
7,2022-04-19,28419,2B,P,1100,1300,"",2022-04-12T13:07:47Z
7,2022-04-19,26396,3B,T,1330,1630,Dm,2022-04-12T13:07:47Z
7,2022-04-19,31049,3C,P,1700,1900,"",2022-04-12T13:07:47Z
7,2022-04-19,30909,4A,T,1930,2000,"",2022-04-12T13:07:47Z
7,2022-04-19,31097,4B,P,2030,2130,EM,2022-04-12T13:07:47Z
7,2022-04-19,22145,4C,F,2400,2400,"",2022-04-12T13:07:47Z
7,2022-04-20,21797,1F,F,30,30,"",2022-04-13T13:28:40Z
7,2022-04-20,21182,1S,T,100,130,"",2022-04-13T13:28:40Z
7,2022-04-20,21158,1A,P,200,230,"",2022-04-13T13:28:40Z
7,2022-04-20,20502,4,F,400,400,"",2022-04-13T13:28:40Z
7,2022-04-20,20476,1B,T,430,730,Om,2022-04-13T13:28:40Z
7,2022-04-20,31090,2F,P,800,900,DM,2022-04-13T13:28:40Z
7,2022-04-20,30811,2A,P,930,1030,"",2022-04-13T13:28:40Z
7,2022-04-20,29718,2B,P,1100,1300,"",2022-04-13T13:28:40Z
7,2022-04-20,26858,3B,T,1330,1630,Dm,2022-04-13T13:28:40Z
7,2022-04-20,31944,3C,P,1700,1900,EM,2022-04-13T13:28:40Z
7,2022-04-20,31920,4A,T,1930,2000,"",2022-04-13T13:28:40Z
7,2022-04-20,31755,4B,P,2030,2130,"",2022-04-13T13:28:40Z
7,2022-04-20,22805,4C,F,2400,2400,"",2022-04-13T13:28:40Z
7,2022-04-21,22462,1F,F,30,30,"",2022-04-14T14:12:15Z
7,2022-04-21,21725,1S,T,100,130,"",2022-04-14T14:12:15Z
7,2022-04-21,21926,1A,P,200,230,"",2022-04-14T14:12:15Z
7,2022-04-21,21063,4,F,400,400,"",2022-04-14T14:12:15Z
7,2022-04-21,21034,1B,T,430,730,Om,2022-04-14T14:12:15Z
7,2022-04-21,31184,2F,P,800,900,DM,2022-04-14T14:12:15Z
7,2022-04-21,31045,2A,P,930,1030,"",2022-04-14T14:12:15Z
7,2022-04-21,30086,2B,P,1100,1300,"",2022-04-14T14:12:15Z
7,2022-04-21,27521,3B,T,1330,1630,Dm,2022-04-14T14:12:15Z
7,2022-04-21,32181,3C,P,1700,1900,EM,2022-04-14T14:12:15Z
7,2022-04-21,31931,4A,T,1930,2000,"",2022-04-14T14:12:15Z
7,2022-04-21,32173,4B,P,2030,2130,"",2022-04-14T14:12:15Z
7,2022-04-21,23083,4C,F,2400,2400,"",2022-04-14T14:12:15Z
7,2022-04-22,21841,1F,F,30,30,"",2022-04-15T12:58:03Z
7,2022-04-22,20950,1S,T,100,130,"",2022-04-15T12:58:03Z
7,2022-04-22,21106,1A,P,200,230,"",2022-04-15T12:58:03Z
7,2022-04-22,20426,4,F,400,400,Om,2022-04-15T12:58:03Z
7,2022-04-22,20474,1B,T,430,730,"",2022-04-15T12:58:03Z
7,2022-04-22,31131,2F,P,800,900,DM,2022-04-15T12:58:03Z
7,2022-04-22,30762,2A,P,930,1030,"",2022-04-15T12:58:03Z
7,2022-04-22,28801,2B,P,1100,1300,"",2022-04-15T12:58:03Z
7,2022-04-22,25799,3B,T,1330,1630,Dm,2022-04-15T12:58:03Z
7,2022-04-22,30431,3C,P,1700,1900,EM,2022-04-15T12:58:03Z
7,2022-04-22,30068,4A,T,1930,2000,"",2022-04-15T12:58:03Z
7,2022-04-22,29998,4B,P,2030,2130,"",2022-04-15T12:58:03Z
7,2022-04-22,22599,4C,F,2400,2400,"",2022-04-15T12:58:03Z
7,2022-04-23,21279,1F,F,30,30,"",2022-04-16T10:47:05Z
7,2022-04-23,20519,1S,T,100,130,"",2022-04-16T10:47:05Z
7,2022-04-23,20693,1A,P,200,230,"",2022-04-16T10:47:05Z
7,2022-04-23,18987,4,F,400,400,"",2022-04-16T10:47:05Z
7,2022-04-23,18853,1B,T,430,730,Om,2022-04-16T10:47:05Z
7,2022-04-23,25027,2F,P,800,900,"",2022-04-16T10:47:05Z
7,2022-04-23,25724,2A,P,930,1030,DM,2022-04-16T10:47:05Z
7,2022-04-23,24428,2B,P,1100,1300,"",2022-04-16T10:47:05Z
7,2022-04-23,21513,3B,T,1330,1630,Dm,2022-04-16T10:47:05Z
7,2022-04-23,27477,3C,P,1700,1900,EM,2022-04-16T10:47:05Z
7,2022-04-23,27208,4A,T,1930,2000,"",2022-04-16T10:47:05Z
7,2022-04-23,27246,4B,P,2030,2130,"",2022-04-16T10:47:05Z
7,2022-04-23,21367,4C,F,2400,2400,"",2022-04-16T10:47:05Z
7,2022-04-24,20103,1F,F,30,30,"",2022-04-17T11:01:26Z
7,2022-04-24,19210,1S,T,100,130,"",2022-04-17T11:01:26Z
7,2022-04-24,19310,1A,P,200,230,"",2022-04-17T11:01:26Z
7,2022-04-24,18192,4,F,400,400,"",2022-04-17T11:01:26Z
7,2022-04-24,17552,1B,T,430,730,Om,2022-04-17T11:01:26Z
7,2022-04-24,22008,2F,P,800,900,"",2022-04-17T11:01:26Z
7,2022-04-24,22644,2A,P,930,1030,DM,2022-04-17T11:01:26Z
7,2022-04-24,22496,2B,P,1100,1300,"",2022-04-17T11:01:26Z
7,2022-04-24,21341,3B,T,1330,1630,Dm,2022-04-17T11:01:26Z
7,2022-04-24,26986,3C,P,1700,1900,"",2022-04-17T11:01:26Z
7,2022-04-24,26821,4A,T,1930,2000,"",2022-04-17T11:01:26Z
7,2022-04-24,27532,4B,P,2030,2130,EM,2022-04-17T11:01:26Z
7,2022-04-24,20701,4C,F,2400,2400,"",2022-04-17T11:01:26Z
7,2022-04-25,19899,1F,F,30,30,"",2022-04-18T12:34:24Z
7,2022-04-25,19263,1S,T,100,130,"",2022-04-18T12:34:24Z
7,2022-04-25,19545,1A,P,200,230,"",2022-04-18T12:34:24Z
7,2022-04-25,18922,4,F,400,400,"",2022-04-18T12:34:24Z
7,2022-04-25,18894,1B,T,430,730,Om,2022-04-18T12:34:24Z
7,2022-04-25,30176,2F,P,800,900,"",2022-04-18T12:34:24Z
7,2022-04-25,30257,2A,P,930,1030,DM,2022-04-18T12:34:24Z
7,2022-04-25,29545,2B,P,1100,1300,"",2022-04-18T12:34:24Z
7,2022-04-25,27175,3B,T,1330,1630,Dm,2022-04-18T12:34:24Z
7,2022-04-25,31951,3C,P,1700,1900,EM,2022-04-18T12:34:24Z
7,2022-04-25,31626,4A,T,1930,2000,"",2022-04-18T12:34:24Z
7,2022-04-25,31515,4B,P,2030,2130,"",2022-04-18T12:34:24Z
7,2022-04-25,22882,4C,F,2400,2400,"",2022-04-18T12:34:24Z
7,2022-04-26,21690,1F,F,30,30,"",2022-04-19T11:59:56Z
7,2022-04-26,21058,1S,T,100,130,"",2022-04-19T11:59:56Z
7,2022-04-26,21088,1A,P,200,230,"",2022-04-19T11:59:56Z
7,2022-04-26,20562,4,F,400,400,"",2022-04-19T11:59:56Z
7,2022-04-26,20418,1B,T,430,730,Om,2022-04-19T11:59:56Z
7,2022-04-26,31426,2F,P,800,900,DM,2022-04-19T11:59:56Z
7,2022-04-26,31343,2A,P,930,1030,"",2022-04-19T11:59:56Z
7,2022-04-26,29390,2B,P,1100,1300,"",2022-04-19T11:59:56Z
7,2022-04-26,27579,3B,T,1330,1630,Dm,2022-04-19T11:59:56Z
7,2022-04-26,32382,3C,P,1700,1900,EM,2022-04-19T11:59:56Z
7,2022-04-26,31864,4A,T,1930,2000,"",2022-04-19T11:59:56Z
7,2022-04-26,31505,4B,P,2030,2130,"",2022-04-19T11:59:56Z
7,2022-04-26,22892,4C,F,2400,2400,"",2022-04-19T11:59:56Z
7,2022-04-27,22152,1F,F,30,30,"",2022-04-20T12:08:56Z
7,2022-04-27,21421,1S,T,100,130,"",2022-04-20T12:08:56Z
7,2022-04-27,21299,1A,P,200,230,"",2022-04-20T12:08:56Z
7,2022-04-27,20725,4,F,400,400,"",2022-04-20T12:08:56Z
7,2022-04-27,20427,1B,T,430,730,Om,2022-04-20T12:08:56Z
7,2022-04-27,30663,2F,P,800,900,DM,2022-04-20T12:08:56Z
7,2022-04-27,30654,2A,P,930,1030,"",2022-04-20T12:08:56Z
7,2022-04-27,30249,2B,P,1100,1300,"",2022-04-20T12:08:56Z
7,2022-04-27,27603,3B,T,1330,1630,Dm,2022-04-20T12:08:56Z
7,2022-04-27,32645,3C,P,1700,1900,EM,2022-04-20T12:08:56Z
7,2022-04-27,31887,4A,T,1930,2000,"",2022-04-20T12:08:56Z
7,2022-04-27,31523,4B,P,2030,2130,"",2022-04-20T12:08:56Z
7,2022-04-27,22921,4C,F,2400,2400,"",2022-04-20T12:08:56Z
7,2022-04-28,22063,1F,F,30,30,"",2022-04-21T11:48:11Z
7,2022-04-28,21165,1S,T,100,130,"",2022-04-21T11:48:11Z
7,2022-04-28,21319,1A,P,200,230,"",2022-04-21T11:48:11Z
7,2022-04-28,20580,4,F,400,400,"",2022-04-21T11:48:11Z
7,2022-04-28,20411,1B,T,430,730,Om,2022-04-21T11:48:11Z
7,2022-04-28,31067,2F,P,800,900,DM,2022-04-21T11:48:11Z
7,2022-04-28,30839,2A,P,930,1030,"",2022-04-21T11:48:11Z
7,2022-04-28,28917,2B,P,1100,1300,"",2022-04-21T11:48:11Z
7,2022-04-28,27211,3B,T,1330,1630,Dm,2022-04-21T11:48:11Z
7,2022-04-28,32054,3C,P,1700,1900,EM,2022-04-21T11:48:11Z
7,2022-04-28,31261,4A,T,1930,2000,"",2022-04-21T11:48:11Z
7,2022-04-28,31103,4B,P,2030,2130,"",2022-04-21T11:48:11Z
7,2022-04-28,22786,4C,F,2400,2400,"",2022-04-21T11:48:11Z
7,2022-04-29,22129,1F,F,30,30,"",2022-04-22T16:11:41Z
7,2022-04-29,21228,1S,T,100,130,"",2022-04-22T16:11:41Z
7,2022-04-29,21415,1A,P,200,230,"",2022-04-22T16:11:41Z
7,2022-04-29,20724,4,F,400,400,"",2022-04-22T16:11:41Z
7,2022-04-29,20564,1B,T,430,730,Om,2022-04-22T16:11:41Z
7,2022-04-29,30782,2F,P,800,900,DM,2022-04-22T16:11:41Z
7,2022-04-29,30708,2A,P,930,1030,"",2022-04-22T16:11:41Z
7,2022-04-29,29784,2B,P,1100,1300,"",2022-04-22T16:11:41Z
7,2022-04-29,26431,3B,T,1330,1630,Dm,2022-04-22T16:11:41Z
7,2022-04-29,31020,3C,P,1700,1900,EM,2022-04-22T16:11:41Z
7,2022-04-29,30250,4A,T,1930,2000,"",2022-04-22T16:11:41Z
7,2022-04-29,30023,4B,P,2030,2130,"",2022-04-22T16:11:41Z
7,2022-04-29,23192,4C,F,2400,2400,"",2022-04-22T16:11:41Z
7,2022-04-30,21991,1F,F,30,30,"",2022-04-23T16:14:41Z
7,2022-04-30,20914,1S,T,100,130,"",2022-04-23T16:14:41Z
7,2022-04-30,21106,1A,P,200,230,"",2022-04-23T16:14:41Z
7,2022-04-30,19899,4,F,400,400,"",2022-04-23T16:14:41Z
7,2022-04-30,19272,1B,T,430,730,Om,2022-04-23T16:14:41Z
7,2022-04-30,24948,2F,P,800,900,DM,2022-04-23T16:14:41Z
7,2022-04-30,24682,2A,P,930,1030,"",2022-04-23T16:14:41Z
7,2022-04-30,24165,2B,P,1100,1300,"",2022-04-23T16:14:41Z
7,2022-04-30,20629,3B,T,1330,1630,Dm,2022-04-23T16:14:41Z
7,2022-04-30,25925,3C,P,1700,1900,EM,2022-04-23T16:14:41Z
7,2022-04-30,25716,4A,T,1930,2000,"",2022-04-23T16:14:41Z
7,2022-04-30,25693,4B,P,2030,2130,"",2022-04-23T16:14:41Z
